reached_phase_3_plus,Patient Population,Inclusion Criteria,Protocol/Trial ID,Patient Age Group,Min Patient Age Unit,Max Patient Age Unit,Trial.ID,Patient Segment,Max Patient Age,Min Patient Age,Exclusion Criteria,Trial Phase,Patient Gender
0,Subjects with Amyotrophic Lateral Sclerosis (ALS),"1. Willing and able to give informed consent for participation in the study. 2. Clinical diagnosis of Amyotrophic Lateral Sclerosis. 3. Male or female patients between 18-80 years of age (inclusive). 4. ALS of intermediate progression rate. 5. Forced Vital Capacity (FVC) > or = 65 % of predicted value for gender, height and age at screening. 6. Evaluated with ALSFRS-R and Norris clinical rating scales for at least the past 4 weeks before study drug administration 7. Laboratory analyses within normal ranges for PK-INR, fibrinogen, Von Willebrand factor and activated partial thromboplastin time (APTT) at screening.","1.2, 2018-05-15 1.5, 2019-06-25 EudraCT Number: 2017-005065-47 NCT03613571 TM-105 TrialTroveID-324533",Adults; Older Adults,year(s),year(s),324533,Delay Disease Progression,80.0,18.0,"Unable to understand information about the study or are expected not to collaborate with the study team. Concurrent serious disease, other than ALS. Pregnancy. Patients of child-bearing potential not willing to use adequate double contraception with <1% failure rate after the screening visit until the last visit. Addiction to drugs or alcohol. Confirmed HIV, hepatitis B or hepatitis C. Known bleeding disorders or abnormal bleeding events. Treatment with anticoagulant drugs warfarin and novel oral anticoagulants (NOAC) within the last 14 days prior to screening. Treatment with Riluzole or Lamotrigine within the last 28 days prior to study drug administration. Hypersensitivity to dextran sulfate. Poor venous access Patients with clinically significant abnormal prothrombin complex-international normalised ratio (PK-INR), fibrinogen, von Willebrand factor and APTT at screening",Ii,Both
1,Patients with amyotrophic lateral sclerosis.,"Patients diagnosed with sporadic or familial ALS corresponding to the Awaji criteria categories of possible, probable, or definite. Patients rated as 1, 2, or 3 according to Japan ALS severity classification. Patients within 2 years of the initial diagnosis. Patients whose age is from 30-80 years. Patients who have given written consent to participate in this study after receiving sufficient explanation.",ALSI vig CRB4180007 jRCTs041190028 TrialTroveID-411490,Adults; Older Adults,year(s),year(s),411490,Delay Disease Progression,80.0,30.0,"Patients diagnosed with multifocal motor neuropathy. Patients predominantly exhibiting bulbar symptoms. Patients with <70% forced vital capacity. Patients who refuse or are unable to undergo a lumbar puncture. Patients who started to take, Discontinued, Or Changed The Dosage Of Riluzole Within 4 Weeks Prior To Giving Informed Consent To Inclusion In The Study. Patients Receiving Or Discontinued Edaravone Therapy Within 4 Weeks Prior To Giving Informed Consent. Patients With A Neuroimmunological Disease, Including MS, MG, and CIDP. Patients with a past history of angina pectoris, myocardial infarction, or heart failure. Patients complicated by or receiving treatment for malignancy or infectious disease. Patients with a manual muscle testing score of 5 (normal strength) for 36 muscles. Patients with IgA deficiency. Patients with past history of hypersensitivity to Venoglobulin IH. Patients who received any other investigational agent within 12 weeks To Giving Informed Prior Consent. Patients Determined To Be Unsuitable For The Study By The Primary Investigator Or A Sub-Investigator.",Iv,Both
0,"31 consecutive patients with progressive, focal-onset LMN limb weakness, without evidence of clinical upper motor neuron signs, sensory, respiratory or bulbar involvement, or evidence of motor nerve conduction block on electrodiagnostic studies.",,TrialTroveID-198313,,,,198313,Delay Disease Progression,,,,Ii,
0,"Patients diagnosed with ALS by el-Escorial Criteria, ages 20-80 with troublesome sialorrhea","Inclusion criteria are as follows: For ALS: 1. Patients diagnosed with ALS by el-Escorial Criteria, ages 20-80 with troublesome sialorrhea as defined below**.**Troublesome sialorrhea is defined as grade 3 or more (grade 3 is marked excess of saliva with some drooling) or more on the UPDRS Part 2 Sialorrhea grading scale:[33] (Appendix 1) 1.Swallowing function: FOIS scale* 5 or greater (see appendix 1 for scale) 2.If patients have been treated with other medications for sialorrhea earlier, they should be off the medications at least 4 weeks prior to the baseline evaluation. 3.If they are on other medications for sialorrhea at the time of the baseline evaluation, the doses will be held stable throughout the period of the study. 4.Women of child bearing age will need to be on a reliable method of birth control for the duration of the study.",2011P-000304 2011P00304 NCT01565395 TrialTroveID-262397 Xeomin 2012,Adults; Older Adults,year(s),year(s),262397,Comorbidity in ALS,80.0,20.0,"For both PD and ALS: 1.Current use of Coumadin 2.Concurrent significant medical illness. 3.History of myasthenia gravis or Lambert-Eaton Syndrome 4.Ongoing substance abuse 5.History of unreliable follow-up 6.Past use of Xeomin or other botulinum toxin preparations 7.Cognitive impairment, defined as a score = 23/30 on the Mini Mental Status Exam.",Ii,Both
0,People with Advanced Cognitive Impairment,"Genders Eligible for Study: Both Inclusion Criteria: Severe cognitive impairment (complete dependency in all activities of daily living (ADLs) Diagnosis of Alzheimer's disease, vascular dementia,or frontotemporal dementia Score> 3 on the paratonic assessment instrument, with paratonic rigidity in an arm(s) interfering in the provision of care",NCT02212119 NT-036 TrialTroveID-214357,Older Adults,,,214357,Frontotemporal Dementia; Severe; Vascular Dementia,,,"Exclusion Criteria: Alternate etiologies for increased tone Botulinum toxin 6 months preceding the study Exclusion criteria included alternate etiologies for increased tone such as Parkinsonism, dystonia, territorial strokes or other focal neurological deficits, fixed contractures of the affected limb (assessed clinically as no mobility on passive range of motion), or injection with Botulinum toxin in the preceding 6 months",Ii,Both
0,"Patients with Parkinson's Disease (PD)/Parkinsonism, ALS, Multiple Systems Atrophy (MSA), or Progressive Supranuclear Palsy (PSP). Parkinson's Disease patients (n =10), with normal cognition, no severe dysphagia.","Ages Eligible for Study: 18 Years to 90 Years; Genders Eligible for Study: Both Inclusion Criteria: Hypothesis: Xeomin injections into the parotid and submandibular glands are safe and effective in the treatment of troublesome sialorrhea in patients with PD/Parkinsonism and ALS. Inclusion criteria are as follows: For ALS: 1. Patients diagnosed with ALS by el-Escorial Criteria, ages 20-80 with troublesome sialorrhea. For PD/ Parkinsonism: 1. PD, Multiple Systems Atrophy (MSA), or Progressive Supranuclear Palsy (PSP) diagnosed by clinical criteria, ages 20-80 with troublesome sialorrhea as defined below Sialorrhea that patients or their families or treating physicians think is troublesome -Swallowing function: Functional Oral Intake Scale (FOIS)* of 5 or greaterr. -If patients have been treated with other medications for sialorrhea earlier, they should be off the medications at least 4 weeks prior to the baseline evaluation -If they are on other medications for sialorrhea at the time of the baseline evaluation, the doses will be held stable throughout the period of the study. -Women of child bearing age will need to be on a reliable method of birth control for the duration of the study. - Normal cognition, no severe dysphagia were included.",2011P-000304 2011P00304 NCT01653132 TrialTroveID-164671 Xeomin 2012,Adults; Older Adults,year(s),year(s),164671,(N/A); Non-motor symptoms/comorbidities; Symptom relief; Unspecified PSP,90.0,18.0,"Exclusion criteria For PD: a.Current use of Coumadin b.Concurrent significant medical illness c.History of myasthenia gravis or Lambert-Eaton Syndrome d.Ongoing substance abuse e.History of unreliable follow-up f.Past use of Xeomin® or other botulinum toxin preparations g.Cognitive impairment, defined as a score = 23/30 on the Mini Mental Status Exam",Ii,Both
0,Patients with urate elevation in sporadic or familial amyotrophic lateral sclerosis,"Age 18-85. Sporadic or familial ALS diagnosed as possible, laboratory-supported probable, probable, or definite as defined by revised El Escorial criteria (Appendix 1). Slow vital capacity (SVC) .> or = 60% of predicted for age, height, and gender at the Screening Visit. Capable of providing informed consent and following trial procedures. Serum urate < 5.5 mg/dL at screening (i.e. below the population median serum urate levels). Women must not be able to become pregnant (e.g. post menopausal, surgically sterile, or using adequate birth control methods) for the duration of the study and 3 months after study completion. Adequate contraception includes: abstinence, hormonal contraception (oral contraception, implanted contraception, injected contraception or other hormonal (patch or contraceptive ring, for example) contraception), intrauterine device (IUD) in place for > or = 3 months, barrier method in conjunction with spermicide, or another adequate method. Is able and willing to participate in the Mobile app study procedures.",NCT03168711 SURE-ALS2 TrialTroveID-294453,Adults; Older Adults,year(s),year(s),294453,Delay Disease Progression,85.0,18.0,"History of urolithiasis. Urine pH < 5.5 at screening (as acidic urine is a major determinant of uric acid urolithiasis). History of gout. History of stroke or myocardial infarction. History of symptomatic coronary artery disease (e.g. angina pectoris) or symptomatic peripheral arterial disease within 1 year prior to Screening. Symptomatic congestive heart failure with a documented ejection fraction below 45%. Poorly controlled arterial hypertension (SBP > 160mmHg or DBP > 100mmHg at Screening). Women who are pregnant or lactating. The presence of unstable psychiatric disease, cognitive impairment, or dementia that would impair ability of the subject to provide informed consent, according to Site Investigator judgment, or a history of active substance abuse within the prior year. Anything that, in the opinion of the Site Investigator, would place the subject at increased risk or preclude the subject's full compliance with or completion of the study. Use of the following within 30 days prior to Screening: inosine, allopurinol, probenecid, more than 300mg vitamin C daily (note that a subject may take a standard multivitamin up to one tablet or capsule daily). Use of thiazides is permissible as long as the subject is on a stable dose from 1 week prior to Screening. Known hypersensitivity or intolerability to inosine. Renal insufficiency as defined by eGFR < 60 mL/min/1.73m2 at the time of screening.",Ii,Both
0,"People who meet the El Escorial criteria of possible, laboratory-supported probable, probable, or definite criteria for a diagnosis of ALS.","Ages Eligible for Study: 18 Years and older; Genders Eligible for Study: Both Inclusion Criteria: Age 18 years or older. Sporadic or familial ALS diagnosed as possible, laboratory-supported probable, probable, or definite as defined by revised El Escorial criteria (Appendix 1). Capable of providing informed consent and following trial procedures. Serum urate < or=5.5 mg/dl at screening (i.e. below the population median serum urate levels). Willingness to undergo magnetic resonance spectroscopy (MRS) at Baseline and at Week 12 of the study. Women must not be able to become pregnant (e.g. post menopausal, surgically sterile, or using adequate birth control methods) for the duration of the study and 3 months after study completion. Adequate contraception includes: abstinence, hormonal contraception (oral contraception, implanted contraception, injected contraception or other hormonal (patch or contraceptive ring, for example) contraception), intrauterine device (IUD) in place for >or= 3 months, barrier method in conjunction with spermicide, or another adequate method. Subjects on a stable dose of riluzole and those not taking riluzole, and women of child-bearing age at screening are eligible for inclusion as long as they meet specific protocol requirements.",701 NCT02288091 TrialTroveID-220578,Adults; Older Adults,year(s),year(s),220578,Unspecified,80.0,18.0,"Exclusion Criteria: History of urolithiasis. Urine pH <or= 5.5 at screening (as acidic urine is a major determinant of uric acid urolithiasis). Urate crystalluria at Screening. History of gout. History of stroke or myocardial infarction. History of symptomatic coronary artery disease (e.g. angina pectoris) or symptomatic peripheral arterial disease within 1 year prior to Screening. Symptomatic congestive heart failure with a documented ejection fraction below 45%. Poorly controlled arterial hypertension (SBP>or=160mmHg or DBP>or=100mmHg at Screening). Contraindications to undergo magnetic resonance spectroscopy (MRS) at Baseline and at Week 12 of the study such as history of claustrophobia, inability to lie flat for approximately one hour, or metal implants (metal pins or plates, extensive non-removable dental work, cerebral aneurysm clips, pacemaker). Women who are pregnant or lactating. The presence of unstable psychiatric disease, cognitive impairment, or dementia that would impair ability of the subject to provide informed consent, according to PI judgment, or a history of active substance abuse within the prior year. Anything that, in the opinion of the investigator, would place the subject at increased risk or preclude the subject's full compliance with or completion of the study. Use of the following within 30 days prior to Screening: inosine, allopurinol, probenecid, more than 300mg vitamin C daily (note that a subject may take a standard multivitamin up to one tablet or capsule daily). Use of thiazides is permissible as long as the subject is on a stable dose from 1 week prior to Screening. Known hypersensitivity or intolerability to inosine.",I,Both
0,"Patients diagnosed as Alzheimer's disease, Parkinson's disease, amyotrophic lateral sclerosis or multiple sclerosis","Japanese with 20 to 80 years of age Patients diagnosed as Alzheimer's disease, Parkinson's disease, amyotrophic lateral sclerosis or multiple sclerosis by specialist doctors.",TrialTroveID-303547 UMIN000024312,Adults; Older Adults,year(s),year(s),303547,(N/A); Unspecified; Unspecified MS,80.0,20.0,"Subjects taking azathioprine or mercaptopurine Subject who has or had renal function disorder. Subject with a history of gout, hyperuricemia or urolithiasis. Subject who has a history of renal disorder. Subject who has or had hypersensitivity, idiosyncracy (allergy) to drug. Subject who was judged not to be appropriate by the principal investigator or sub investigators by other reasons.",Ii,Both
0,Patients with Amyotrophic Lateral Sclerosis.,"18-70 years old; Clinically diagnosed with ALS syndrome, i.e., with ALS -like manifestations, consisting of a combination of upper and/or lower motor neuron damage; significant abnormalities with rheumatoid immune-related indicators, or diagnoses of immune-mediated ALS syndrome, including but not limited to multifocal motor neuropathy (MMN), Lewis-Sumner syndrome, and other ALS-like syndromes with an immune background that cannot be clearly classified; Poor treatment with conventional hormones or gamma globulin; Permitted concomitant treatment: oral prednisone or equivalent doses of other glucocorticoids ( < or = 1.0mg/kg/d); Oral routine dose of immunosuppressants or immunomodulators, such as cyclophosphamide, tacrolimus, etc.; Routine oral doses such as too much force; Doses and types of accompanying therapeutic drugs should not be changed from the trial enrollment to the end of follow-up. For women of reproductive age, contraception for at least 2 weeks at the time of enrolment and negative urine HCG; Reasonable and effective contraceptive measures should be taken by subjects of childbearing age from the time of trial enrollment to the end of follow-up; Signed informed consent.",M2020420 NCT04952155 TrialTroveID-408279,Adults; Older Adults,year(s),year(s),408279,Delay Disease Progression,70.0,18.0,"Allergic or intolerance to IL2; Receive non-standard treatment or use of excessive dose of glucocorticoids or gamma globulin intravenously within 2 months before enrollment; Vaccination within 6 months before enrolment or between enrolment and the end of follow-up; Peripheral venous white blood cells < 2000/mm3, lymphocytes < 600/mm3, platelets < 80,000 /mm3; Complicated with severe infection or inflammation, such as bacteremia, sepsis, etc.; Complicated blood system diseases, infectious diseases (hepatitis, HIV, tuberculosis, etc.), mental diseases, dementia, severe hypotension, substance abuse history, malignant tumor history, organ transplantation history, etc.; Severe liver, kidney, lung or heart dysfunction: heart failure ( > or = NYHA grade III), renal insufficiency (creatinine clearance < or = 30ml/min), abnormal liver function (3 times the upper limit of normal > ); Pregnant and lactating women; Currently participating in other clinical studies or using other investigational drugs.",Ii,Both
0,,- Clinical diagnosis of probable Frontotemporal Dementia or Pick's disease - Caregiver available to participate in all study visits,15398 NCT01002300 R-08-395,Adults; Older Adults,year(s),year(s),242035,,80.0,30.0,"- Severe language or memory deficits that preclude completion of the cognitive tasks - Females who are pregnant or breastfeeding (a pregnancy test will be done on females who have not completed menopause) - Uncontrolled hypertension - Bradycardia (rate <50 bpm) or tachycardia (rate > 100 bpm) - Current use of prostaglandins - Use of any investigational or experimental drug or device within the last 60 days prior to screening or within 5 half-lives of the experimental drug , whichever is longer",(N/A),Both
0,Patients with Sporadic Amyotrophic Lateral Sclerosis.,"Part 1: Ability of the participant to understand the purpose and risks of the study and indicate informed consent, and the ability of the participant or the participant's legally authorized representative, to provide signed and dated informed consent and authorization to use protected health information in accordance with national and local privacy regulations. No known presence or family history of mutations in the superoxide dismutase 1 (SOD1) or fused in sarcoma (FUS) genes. Participants in Cohorts A, B, C1 and D1, must meet the laboratory-supported probable, probable, or definite criteria for diagnosing ALS according to the World Federation of Neurology El Escorial criteria (revised according to the Airlie House Conference 1998 [Brooks 2000]). Participants in Cohort C2 and D2, must meet any of the prior conditions, but may also only meet clinically possible criteria for diagnosing ALS, or exhibit weakness attributable to ALS in the presence of ataxin-2 protein (ATXN2) intermediate repeats. In participants in Cohorts C2 and D2, confirmed intermediate cytosine-adenine-guanine/cytosine-adenine-adenine (CAG/CAA) repeat expansion in the ataxin-2 (ATXN2) gene as defined by at least 1 allele carrying 30 to 33 CAG/CAA repeats. Slow vital capacity (SVC) criteria: In participants in Cohorts A, B, C1, and D1, SVC ≥60% of predicted value as adjusted for sex, age, and height (from the sitting position). In participants in Cohort C2 and D2, SVC ≥50% of predicted value as adjusted for sex, age, and height (from the sitting position). If taking riluzole, participant must be on a stable dose for ≥30 days prior to Day 1 and expected to remain at that dose until the final study visit, unless the Investigator determines that it should be discontinued for medical reasons, in which case it may not be restarted during the study. Participants taking concomitant edaravone at study entry must be on a stable dose for ≥60 days prior to the first dose of study treatment (Day 1). Participants taking concomitant edaravone must be willing to continue with the same dose regimen throughout the study, unless the Investigator determines that edaravone should be discontinued for medical reasons, in which case it may not be restarted during the study. Edaravone may not be administered on dosing days of this study. Screening values of coagulation parameters including platelet count, international normalized ratio (INR), prothrombin time (PT), and activated partial thromboplastin time (aPTT) should be within normal ranges. Has an informant/caregiver who, in the Investigator's judgment, has frequent and sufficient contact with the participant as to be able to provide accurate information about the participant's cognitive and functional abilities at screening. Part 2: Ability of the participant to understand the purpose and risks of the study and indicate informed consent, and the ability of the participant or the participant's legally authorized representative to provide signed and dated informed consent and authorization to use protected health information in accordance with national and local privacy regulations Participants must have completed Study NCT04494256 Part 1 through Week 25 (Day 175 Visit for Cohorts A, B, C1, C2; Day 176 Visit for Cohorts D1, D2). This inclusion criterion does not apply to a participant if Part 1 was terminated by the Sponsor before the participant reached Week 25. Participants from Cohorts A, B, C1, and C2 must have a washout of ≥16 weeks between the last dose of study treatment received in Study NCT04494256 Part 1 and the first dose of BIIB105 received in Study NCT04494256 Part 2. Participants from Cohorts D1 and D2 do not require a washout period. If taking riluzole, participant must be on a stable dose for ≥30 days prior to Day 1 and expected to remain at that dose until the final study visit, unless the Investigator determines that it should be discontinued for medical reasons, in which case it may not be restarted during the study. Participants taking concomitant edaravone at study entry must be on a stable dose for ≥60 days prior to the first dose of study treatment (Day 1). Participants taking concomitant edaravone must be willing to continue with the same dose regimen throughout the study, unless the Investigator determines that edaravone should be discontinued for medical reasons, in which case it may not be restarted during the study. Edaravone may not be administered on dosing days of this study. Screening values of coagulation parameters including platelet count, INR, PT, and aPTT should be within normal ranges.",275AS101 ALSpire EudraCT Number: 2020-000207-36 NCT04494256 NL73598.000.20 TrialTroveID-374023,Adults; Older Adults,year(s),,374023,Unspecified,,18.0,"Part 1: History or positive test result at Screening for human immunodeficiency virus (HIV). Current hepatitis C infection. Current hepatitis B infection. History of alcohol or substance abuse ≤6 months of Screening that would limit participation in the study, as determined by the Investigator. Current or anticipated need, in the opinion of the Investigator, of a diaphragm pacing system during the study period. Presence of tracheostomy. In participants from Cohorts A, B, C1, and D1, history of myocardial infarction, as determined by the Investigator. In participants from Cohorts A, B, C1, and D1, poorly controlled type 1 or 2 diabetes mellitus defined as hemoglobin A1c (HbA1c) ≥8% during Screening. In participants in Cohorts A, B, and C1, prescreening ALSFRS-R slope >-0.4 points/month, where prescreening ALSFRS-R slope is defined as: (ALSFRS-R score at Screening - 48) / (months from date of symptom onset to date of Screening). This criterion is not applicable for Cohorts C2, D1, and D2. Treatment with another investigational drug (including investigational drugs for ALS through compassionate use programs) or biological agent within 1 month or 5 half-lives of study agent, whichever is longer, before Screening. Treatment with an approved disease-modifying therapy for ALS other than riluzole or edaravone within 1 month or 5 half-lives of therapy, whichever is longer, before completion of screening. Treatment with an antiplatelet or anticoagulant therapy that cannot safely be interrupted for lumbar puncture (LP) according to local standard of care and/or institutional guidelines, in the opinion of the Investigator or Prescriber. Female participants who are pregnant or currently breastfeeding and those intending to become pregnant during the study. Part 2: History or positive test result at Screening for HIV. If participants from Cohorts D1 and D2 who would seamlessly roll from Part 1 into Part 2 test positive for HIV during screening for Part 2 but are clinically asymptomatic, they may enroll in Part 2 at the discretion of the Investigator. Current hepatitis C infection. If participants from Cohorts D1 and D2 who would seamlessly roll from Part 1 into Part 2 test positive for hepatitis C during screening for Part 2 but are clinically asymptomatic, they may enroll in Part 2 at the discretion of the Investigator. Current hepatitis B infection. If participants from Cohorts D1 and D2 who would seamlessly roll from Part 1 into Part 2 test positive for hepatitis B during screening for Part 2 but are clinically asymptomatic, they may enroll in Part 2 at the discretion of the Investigator. History of alcohol or substance abuse ≤ 6 months of Screening that would limit participation in the study, as determined by the Investigator. Current or anticipated need, in the opinion of the Investigator, of a diaphragm pacing system during the study period. In participants from Cohorts A, B, C1, and D1, history of myocardial infarction, as determined by the Investigator. In participants from Cohorts A, B, C1, and D1, poorly controlled type 1 or 2 diabetes mellitus defined as HbA1c ≥8% during Screening. Treatment with another investigational drug (including investigational drugs for ALS through compassionate use programs; excluding BIIB105) or biological agent within 1 month or 5 half-lives of study agent, whichever is longer, before Screening. Treatment with an antiplatelet or anticoagulant therapy that cannot safely be interrupted for LP according to local standard of care and/or institutional guidelines, in the opinion of the Investigator or Prescriber. Female participants who are pregnant or currently breastfeeding and those intending to become pregnant during the study.",Iii,Both
0,Adults with C9ORF72-Associated Amyotrophic Lateral Sclerosis (ALS),"Participants must have completed study NCT03626012 through the first follow-up clinic visit that follows the final dosing visit without missing more than 1 dose of study treatment. Participants taking concomitant riluzole at study entry must be on a stable dose for > or = 30 days prior to the first dose of study treatment (Day 1). Participants taking concomitant riluzole must be willing to continue with the same dose regimen throughout the study, unless the Investigator determines that riluzole should be discontinued for medical reasons, in which case it may not be restarted during the study. Participants taking concomitant edaravone at study entry must be on a stable dose for =60 days prior to the first dose of study treatment (Day 1). Participants taking concomitant edaravone must be willing to continue with the same dose regimen throughout the study, unless the Investigator determines that edaravone should be discontinued for medical reasons, in which case it may not be restarted during the study. Edaravone may not be administered on dosing days of this study.",245AS102 BASEC2020-00921 EudraCT Number: 2019-004798-14 NCT04288856 NL73220.000.20 SNCTP000004138 TrialTroveID-368837,Adults; Older Adults,year(s),,368837,Delay Disease Progression,,18.0,"History of drug abuse or alcoholism =6 months before study enrollment that would limit participation in the study, as determined by the Investigator. Presence of an implanted shunt for the drainage of CSF or an implanted central nervous system (CNS) catheter. History of or positive test result at Screening for human immunodeficiency virus. The requirement for testing at Screening may be omitted if it is not permitted by local regulations. Treatment with another investigational drug (including investigational drugs for ALS through compassionate use programs) or biological agent within 1 month of Screening or 5 half-lives of study agent, whichever is longer. Note: Other protocol-specific inclusion/exclusion criteria may apply.",I,Both
0,Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis,"Ability of the participant to understand the purpose and risks of the study, to provide signed and dated informed consent, and to authorize the use of confidential health information in accordance with national and local participant privacy regulations; or, in the event of the participant's physical incapacity to sign, to confirm that understanding and consent orally to a legally authorized representative (LAR) for the express purpose of having said informed consent and authorization signed on his/her behalf. All participants of childbearing potential must agree to practice highly effective contraception during the study and be willing and able to continue contraception for 5 months after their last dose of study treatment. Must meet the possible, laboratory-supported probable, probable, or definite criteria for diagnosing ALS according to the World Federation of Neurology El Escorial criteria and have documentation of a clinical genetic test demonstrating the presence of a pathogenic mutation in C9ORF72. Slow vital capacity (SVC) = 50% of predicted value as adjusted for sex, age, and height (from the sitting position). Participants taking concomitant riluzole at study entry must be on a stable dose for = 30 days prior to the first dose of study treatment (Day 1). Participants taking concomitant edaravone at study entry must be on a stable dose for = 60 days prior to the first dose of study treatment (Day 1). ALS Cognitive Behavioral Screen (ALS-CBS) score = 11 for the cognitive portion; = 33 for the behavioral portion. Medically able to undergo the study procedures, and to adhere to the visit schedule at the time of study entry, as determined by the Investigator. Screening values of coagulation parameters including platelet count, international normalized ratio (INR), prothrombin time (PT), and activated partial thromboplastin time (APTT) should be within normal ranges. Has an informant/caregiver who, in the Investigator's judgment, has frequent and sufficient contact with the participant as to be able to provide accurate information about the participant's cognitive and functional abilities at Screening.",216409 245AS101 245AS101 - AS EudraCT Number: 2017-000294-36 NCT03626012 NL69083.000.19 SNCTP000003128 TrialTroveID-330208,Adults; Older Adults,year(s),,330208,Delay Disease Progression,,18.0,"History of drug abuse or alcoholism = 6 months of Screening that would limit participation in the study, as determined by the Investigator. Tracheostomy. Prescreening ALSFRS-R slope less than 0.4 points/month, where prescreening ALSFRS-R slope is defined as follows: (48 - ALSFRS-R score at Screening) / (months from date of symptom onset to date of Screening). History of or positive test result at Screening for human immunodeficiency virus. . History of, or positive test result at Screening for, hepatitis C virus antibody. Treatment with another investigational drug or biological agent within 1 month of Screening or 5 half-lives of study agent, whichever is longer. Treatment with an antiplatelet or anticoagulant therapy that cannot safely be interrupted for lumbar puncture (LP) according to local standard of care and/or institutional guidelines, in the opinion of the Investigator or Prescriber. Current or anticipated need, in the opinion of the Investigator, of a diaphragm pacing system during the study period. Female participants who are pregnant or currently breastfeeding. NOTE: Other protocol defined Inclusion/Exclusion criteria may apply.",Iii,Both
0,Patients with Frontotemporal Dementia and Mild Cognitive Impairment Due to Alzheimer's Disease or Mild Alzheimer's Disease Dementia.,"Must meet all the clinical staging criteria for MCI due to AD (Stage 3) or mild AD dementia (Stage 4) according to the National Institute on Aging at National Institutes of Health and the Alzheimer's Association (NIA-AA) and must have the following at Screening Visit 1: Repeatable Battery for the Assessment of Neuropsychological Status (RBANS) Delayed Memory Index score of ≤85, indicative of objective evidence of memory impairment. CDR global score of 0.5 for MCI due to AD or 0.5 or 1 for mild AD dementia MMSE score of 21 to 30 (inclusive). CDR Memory Box score of ≥0.5. Evidence of amyloid pathology as measured by positive emission tomography (PET) or cerebrospinal fluid (CSF) sampling. Must have 1 care partner who, in the Investigator's judgment, has frequent and sufficient contact with the participant (at least 10 hours/week) to be able to provide accurate information about the participant's cognitive and functional abilities. Key Inclusion Criteria for LTE Period Participants must have completed the placebo-controlled period of the study, including the Week 76 visit. Participants must have taken at least 5 doses of BIIB080 or placebo during the placebo-controlled period. MMSE score >10 at the Week 76 visit. Must have 1 care partner who, in the Investigator's judgment, has frequent and sufficient contact with the participant (at least 10 hours/week) to be able to provide accurate information about the participant's cognitive and functional abilities.",247AD201 CELIA EUCT Number: 2022-501644-15-01 EudraCT Number: 2022-501644-15 jRCT2031220635 NCT05399888 TrialTroveID-319730,Adults; Older Adults,year(s),year(s),319730,Cognitive Function; Frontotemporal Dementia; Mild; Mild Cognitive Impairment/Prodromal; Underlying Disease-Modifying,80.0,50.0,"Known allergy to BIIB080 or a history of hypersensitivity to any of the inactive ingredients in the drug product. Previous participation in this study or previous studies with BIIB080. Use of non-disease-modifying AD medications (including but not limited to donepezil, rivastigmine, galantamine, tacrine, and memantine) at doses that have not been stable for at least 8 weeks prior to Screening Visit 1 and during the screening period up to Day 1. Use of any commercially available disease-modifying AD medications such as anti-amyloid monoclonal antibodies. Prior participation in any active or passive immunotherapy study targeting Aβ, unless documentation of receipt of placebo is available. Prior participation in any passive immunotherapy study targeting tau, unless the last administration occurred 6 months or 5 half-lives, whichever is sooner, prior to Screening or documentation of receipt of placebo is available. Prior participation in any study involving an investigational treatment targeting tau that is not a passive immunotherapy, unless documentation of receipt of placebo is available. Prior participation in a study of any other agent(s) not included in exclusion criteria 5, 6, and 7 with a purported disease-modifying effect in AD within 12 months, unless documentation of receipt of placebo is available. Prior participation in a study of any gene therapy with a purported disease-modifying effect in AD, unless documentation of receipt of placebo is available. Current use or previous use of medications with a purported disease-modifying effect in AD, outside of investigational studies. Any vaccination given within 10 days prior to Day -1. Coronavirus disease 2019 (COVID-19) vaccinations using RNA or deoxyribonucleic acid (DNA) technology are allowed during the study, as well as other types of immunization/vaccination/booster, except during the 10 days before and after clinic visits. Contraindications to having a brain magnetic resonance imaging (MRI) [e.g., MRI-incompatible pacemaker; MRI-incompatible aneurysm clips, artificial heart valves, or other metal foreign body; claustrophobia that cannot be medically managed]. If the MRI compatibility of implanted devices is unknown, the participant must be excluded from the study. Current enrollment or a plan to enroll in any interventional clinical study in which an investigational treatment or approved therapy for investigational use is administered within 52 weeks prior to the Baseline Visit. Key Exclusion Criteria for LTE Period Any medical or psychiatric contraindication or clinically significant abnormality that, in the opinion of the Investigator, will substantially increase the risk associated with the participant's enrollment in and completion of the study. NOTE: Other protocol defined Inclusion/Exclusion criteria may apply.",Ii,Both
0,Patients with Frontotemporal Dementia,,TrialTroveID-313920,,,,313920,Frontotemporal Dementia,,,,I,
0,Subjects with Amyotrophic Lateral Sclerosis,Male or female participants ages > or = 18 to 75 years. Participants that have completed study protocol #101/2 A written informed consent signed prior to any study procedure being performed Medically capable to undergo study procedures at the time of study entry,101/3 MOH_2018-06-17_002459 NCT03755167 TrialTroveID-337573,Adults; Older Adults,year(s),year(s),337573,Delay Disease Progression,75.0,18.0,"Participants that did not participate or did not complete 28 treatment days of study protocol #101/2. Concurrent therapy, that in the PI's opinion, would interfere with the evaluation of the safety or efficacy of the study medication Presence of any other condition or circumstance that, in the judgment of the Investigator, might contraindicate or increase the risk to the participant. Females must not be lactating or pregnant at Screening or Baseline (as documented by a negative serum pregnancy test from protocol 101/2) Women of child-bearing potential or males whose partners are women of child-bearing potential, unwilling or unable to use an effective method of contraception throughout the trial",Ii,Both
