reached_phase_3_plus,Actual Accrual (% of Target),Enrollment Close Date,Start Date,Actual Accrual (No. of patients),Primary Endpoints Reported Date,Target Accrual,Treatment Duration (Mos.),Treatment Duration Type,Enrollment Duration Type,Trial.ID,Pts/Site/Mo,Primary Completion Date Type,Enrollment Close Date Type,Primary Endpoints Reported Date Type,Pts/Site/Mo Type,Start Date Type,Trial Phase,Primary Completion Date,Enrollment Duration (Mos.),Protocol/Trial ID,Last Full Review,Last Modified Date
0,,12/30/12,6/1/11,,,10.0,6.0,Actual,Actual,151759,0.53,,Actual,,Actual,Actual,Ii,,19.0,IRCT201107221696N3 TrialTroveID-151759,6/18/15,2/18/22
0,,9/26/20,2/24/20,,,10.0,3.0,Anticipated,Anticipated,404742,1.42,Anticipated,Anticipated,,Anticipated,Actual,Ii,12/26/20,7.06,IRCT20200828048551N1 TrialTroveID-404742,5/22/21,11/22/21
0,,12/30/18,1/1/16,20.0,,,18.0,Actual,Actual,400308,0.56,Actual,Actual,,Actual,Actual,Iii,6/30/20,35.94,0208-16-HMO NCT04821479 TrialTroveID-400308,3/31/21,2/22/22
0,,,,90.0,11/5/20,,,,,393178,,Actual,,Actual,,,Ii,4/1/20,,TrialTroveID-393178,12/31/20,5/9/23
0,,,5/1/20,,,40.0,,,,376371,,Anticipated,,,,Actual,Ii,7/14/24,,jRCT2013190010 TrialTroveID-376371,4/8/21,2/14/22
0,,7/3/18,9/1/16,,,40.0,6.0,Anticipated,Anticipated,296758,,Anticipated,Anticipated,,,Actual,Iii,1/1/19,22.01,NCT03067857 SCA-MND1 TrialTroveID-296758,8/26/19,2/25/22
0,75.0,3/31/16,4/28/15,3.0,,4.0,12.0,Actual,Anticipated,292145,0.06,Actual,Anticipated,,Anticipated,Actual,I,3/1/16,26.94,NCT02987413 TrialTroveID-292145,8/22/17,11/17/20
0,100.0,1/1/18,8/1/16,28.0,11/8/19,28.0,13.01,Anticipated,Actual,287450,1.65,Anticipated,Actual,Actual,Actual,Actual,Iii,2/1/19,17.02,401922/2014-6 NCT02917681 TrialTroveID-287450,12/31/19,12/31/19
0,,10/30/16,11/1/15,,,30.0,17.0,Actual,Anticipated,285529,,Anticipated,Anticipated,,,Actual,I,4/1/18,11.98,NCT02881489 TrialTroveID-285529 UWM/ALS-MSC.2015/002 UwmBmmscALS,5/10/23,5/16/23
0,100.0,,6/1/10,1.0,,1.0,,,,225119,,Actual,,,,Actual,I,4/1/11,,09-001995 NCT01142856 TrialTroveID-225119,9/7/18,2/18/22
0,20.0,2/28/13,12/1/08,40.0,,200.0,24.0,Actual,Actual,217041,0.79,Actual,Actual,,Actual,Actual,I,3/1/15,50.93,NCT02242071 NGBSI-10 TrialTroveID-217041,9/27/16,5/19/23
0,110.0,11/22/15,11/1/14,22.0,3/24/20,20.0,24.0,Actual,Actual,213436,1.74,Actual,Actual,Actual,Actual,Actual,I,11/21/17,12.68,EudraCT Number: 2011-004801-25 NCT02286011 TCIM ELA TCIM-ELA TCIM/ELA TrialTroveID-213436,8/21/19,2/2/22
0,,7/1/16,1/1/10,,,50.0,12.0,Actual,Anticipated,213322,0.64,Anticipated,Anticipated,,Anticipated,Actual,I,7/1/17,78.0,ALS-BMSC #01 NCT02193893 NeuStem-ALS TrialTroveID-213322 ZPO 02,10/24/19,2/22/22
0,,,5/1/14,,,5.0,24.0,Actual,,207245,,Anticipated,,,,Anticipated,Iii,5/1/16,,NCT02116634 TrialTroveID-207245,1/18/16,2/2/22
1,100.0,12/31/12,9/1/12,14.0,,14.0,12.0,Actual,Actual,193196,3.52,Actual,Actual,,Actual,Actual,Ii/Iii,1/1/14,3.98,NCT01933321 TrialTroveID-193196,11/28/15,11/28/15
0,80.0,9/27/14,8/1/12,8.0,,10.0,0.12,Actual,Actual,180658,0.31,Actual,Actual,,Actual,Actual,I,10/1/14,25.86,NCT01771640 Royan-Nerve-006 TrialTroveID-180658,5/7/15,2/22/22
0,60.0,12/29/13,1/1/13,6.0,,10.0,0.07,Actual,Actual,180040,0.5,Actual,Actual,,Actual,Actual,I,1/1/14,11.89,NCT01759797 Royan-Nerve-005 TrialTroveID-180040,8/29/13,8/31/18
0,,4/1/15,8/1/14,,,10.0,6.0,Actual,Anticipated,179958,1.25,Anticipated,Anticipated,,Anticipated,Anticipated,I,10/1/15,8.0,NCT01759784 Royan-Nerve-004 TrialTroveID-179958,1/5/16,1/5/16
0,,9/1/10,9/1/09,10.0,7/2/12,,12.0,Actual,Actual,177338,0.83,Actual,Actual,Actual,Actual,Actual,Ii,8/31/11,12.0,TrialTroveID-177338,11/20/12,2/15/22
0,,,,46.0,10/9/12,,48.0,Actual,,175665,,,,Actual,,,Ii,,,TrialTroveID-175665,6/1/16,2/15/22
0,108.0,1/31/17,5/1/12,27.0,,25.0,24.0,Actual,Actual,168986,0.47,Actual,Actual,,Actual,Actual,I,1/31/19,57.04,11-008415 NCT01609283 TrialTroveID-168986,9/4/19,11/12/19
0,100.0,8/20/15,10/1/10,63.0,,63.0,3.0,Actual,Actual,139000,1.07,Actual,Actual,,Actual,Actual,Iii,11/20/15,58.61,EC07/90762 EudraCT Number: 2006-003096-12 Extension CMN/ELA NCT01254539 TrialTroveID-139000,3/31/17,2/8/22
0,,,,36.0,11/6/10,,3.0,Actual,,137610,,,,Actual,,,Ii,,,TrialTroveID-137610,11/15/10,5/19/23
0,,,,10.0,3/11/09,,,,,128341,,,,Actual,,,I,,,TrialTroveID-128341,4/14/16,4/21/16
0,,3/1/06,1/1/06,13.0,2/1/09,,3.0,Actual,Actual,128299,,Actual,Actual,Actual,,Actual,Ii,5/31/06,2.0,TrialTroveID-128299,11/1/10,11/24/10
0,,,,18.0,4/14/10,,20.0,Actual,,125440,,,,Actual,,,Ii,,,TrialTroveID-125440,5/31/16,2/8/22
0,100.0,10/1/08,2/1/07,11.0,12/8/11,11.0,12.0,Actual,Actual,105299,0.28,Actual,Actual,Actual,Actual,Actual,Iii,10/1/09,20.0,CMN/ELA EudraCT number: 2006-003096-12 ISCIII: EC07/90762 NCT00855400 TrialTroveID-105299,12/3/10,2/8/22
0,,,,35.0,4/14/10,,,,,99163,,,,Actual,,,Iii,,,TrialTroveID-099163,6/3/11,7/16/21
0,,,,9.0,7/1/06,,36.0,Actual,,79164,,,,Actual,,,I,,,TrialTroveID-079164,4/14/16,4/14/16
0,,9/1/10,3/1/10,,,6.0,12.0,Actual,Anticipated,121274,1.0,Anticipated,Anticipated,,Anticipated,Actual,I,9/1/11,6.0,2008-ALS-I NCT01082653 TrialTroveID-121274,5/18/12,2/8/22
0,,,9/21/18,,,220.0,,,,369824,,Anticipated,,,,Actual,Ii,5/18/24,,201800984A0 NCT04309253,,5/1/23
0,,9/15/25,8/30/23,,,9.0,6.51,Anticipated,Anticipated,487580,0.03,Anticipated,Anticipated,,Anticipated,Actual,Iii,4/1/26,24.56,ASPIRE-FTD AVB-PGRN-001 EudraCT Number:2022-002568-62 FTD-GRN NCT06064890 NL82614.000.22 TrialTroveID-487580,10/4/23,4/30/24
0,,,12/1/21,,,,,,,319862,,,,,,Anticipated,I,,,TrialTroveID-319862,5/7/21,5/7/21
0,,,1/1/07,6.0,12/8/09,,,,,121202,,,,Actual,,Actual,Ii,,,TrialTroveID-121202,6/1/16,1/18/24
0,100.0,11/1/23,10/30/23,44.0,,44.0,0.16,Actual,Actual,495473,628.57,Actual,Actual,,Actual,Actual,I,11/6/23,0.07,BT-BLF-O-BE-01 CTR20233503 TrialTroveID-495473,12/10/23,12/13/23
0,100.0,,10/8/22,60.0,,60.0,,,,447098,,Actual,,,,Actual,I,11/3/22,,CTR20222440 FH-BE-BLF TrialTroveID-447098,12/21/22,2/28/23
0,,8/1/24,10/14/22,,,20.0,4.01,Anticipated,Anticipated,422687,0.46,Anticipated,Anticipated,,Anticipated,Actual,Iii,12/1/24,21.6,NADALS NCT05189106 TrialTroveID-422687,5/15/23,4/7/24
0,100.0,,9/28/17,10.0,,10.0,,,,328541,,Actual,,,,Actual,Ii,12/31/21,,JapicCTI-173709 jRCTs031180058 TrialTroveID-328541,1/28/22,2/18/22
0,90.0,,9/1/17,9.0,,10.0,,,,328535,,Actual,,,,Actual,Ii,2/29/20,,JapicCTI-173708 jRCTs031180059 TrialTroveID-328535,11/11/21,2/18/22
0,,,10/20/15,,,,,,,328269,,Actual,,,,Actual,Ii,3/31/17,,JapicCTI-153050 TrialTroveID-328269,7/20/18,2/18/22
0,102.0,5/24/21,5/30/19,49.0,,48.0,0.92,Actual,Actual,342190,0.23,Actual,Actual,,Actual,Actual,I,6/21/21,23.82,261AS101 NCT03945279 TrialTroveID-342190,7/1/21,4/19/23
0,,,,,,,,,,294783,,,,,,,I,,,TrialTroveID-294783,2/1/19,2/25/22
0,,,12/1/13,,,,,,,283026,,Actual,,,,Actual,(N/A),6/1/16,,38RC13.200 NCT02841358 NPCPsy,,1/12/17
0,40.0,11/9/20,1/29/18,12.0,,30.0,6.0,Actual,Actual,318345,0.36,Actual,Actual,,Actual,Actual,Ii,5/10/21,33.35,BIO-2017-0270 NCT03427086 TrialTroveID-318345,9/6/21,2/22/22
0,100.0,4/25/23,2/20/23,32.0,9/1/23,32.0,0.79,Actual,Actual,455406,15.24,Actual,Actual,Anticipated,Actual,Actual,I,5/19/23,2.1,BASEC2022-02098 BL-001-1001 NCT05818306 SNCTP000005554 TrialTroveID-455406,6/28/23,12/1/23
0,,,4/30/21,1000.0,,,,,,435206,,Actual,,,,Actual,Other,3/31/22,,GENIALS NCT04819555 RIPH3-RNI20-GENIALS,,11/30/23
0,,,2/1/24,,,60.0,,,,502002,,Anticipated,,,,Anticipated,Other,8/1/25,,DIAGALS DR230136 NCT06230562,,1/30/24
0,,,9/6/22,,,102.0,,,,427868,,Anticipated,,,,Actual,Other,10/1/26,,2020_26 2021-A00879-32 BIOWATCH NCT05288842,,11/1/22
0,,,,,,,,,,197280,,,,,,,I,,,TrialTroveID-197280,6/18/15,2/25/22
0,100.0,9/22/20,6/21/20,15.0,8/16/21,15.0,3.0,Anticipated,Anticipated,402477,4.9,Anticipated,Anticipated,Actual,Anticipated,Actual,Ii,12/22/20,3.06,IRCT20160809029275N2 TrialTroveID-402477,12/19/21,2/24/22
0,,10/1/23,4/3/22,,,25.0,6.0,Anticipated,Anticipated,432754,0.2,Anticipated,Anticipated,,Anticipated,Actual,Iii,3/31/24,17.94,jRCT2051220002 TrialTroveID-432754,3/14/23,4/10/23
0,,,3/31/19,,,49.0,,,,406623,,Anticipated,,,,Actual,Iii,3/31/24,,jRCTs051180229 TrialTroveID-406623,3/29/23,5/1/23
0,,9/30/23,3/19/19,,,49.0,6.0,Anticipated,Anticipated,348435,0.13,Anticipated,Anticipated,,Anticipated,Actual,Iii,3/31/24,54.44,iDReAM JMA-IIA00419 jRCT1090220419 jRCT2051190001 NCT04744532 TrialTroveID-348435 UMIN000036295 WI240618,7/10/23,12/27/23
0,,12/31/22,9/1/16,,,150.0,12.0,Anticipated,Anticipated,287785,1.97,Anticipated,Anticipated,,Anticipated,Actual,I,12/31/23,75.96,062016 NCT02921477 TrialTroveID-287785,4/19/24,4/19/24
1,,,7/1/22,,,15.0,,,,437586,,Anticipated,,,,Anticipated,Iv,12/31/22,,ChiCTR2200061794 TrialTroveID-437586,7/25/22,7/26/22
1,,,,20.0,6/1/05,,9.0,Actual,,79389,,,,Actual,,,Ii/Iii,,,TrialTroveID-079389,10/20/10,11/19/10
0,19.0,2/19/23,4/13/22,9.0,10/3/23,48.0,,,Anticipated,429802,0.88,Actual,Anticipated,Anticipated,Anticipated,Actual,I,8/19/22,10.26,CLMI070A02104 EudraCT Number: 2021-000298-10 ISRCTN77772103 NCT05330286 QSC205070 TrialTroveID-429802,7/17/23,7/17/23
0,,,,12.0,12/6/13,,12.0,Actual,,198310,,,,Actual,,,Other,,,TrialTroveID-198310,12/4/13,12/6/13
0,96.0,3/31/12,1/1/09,48.0,2/24/16,50.0,24.4,Actual,Actual,171734,0.41,Actual,Actual,Actual,Actual,Actual,Ii,4/12/14,38.93,08R-103 JPRN-UMIN000008527 TrialTroveID-171734 UMIN000008527,1/9/17,1/9/17
1,,2/19/21,12/21/20,,,25.0,,,Anticipated,404984,12.69,,Anticipated,,Anticipated,Actual,Ii/Iii,,1.97,IRCT20201020049089N1 TrialTroveID-404984,5/26/21,5/26/21
0,,,,,,,,,,429124,,,,,,,I,,,TrialTroveID-429124,4/30/24,4/30/24
0,,,11/1/12,,,,,,,229561,,Actual,,,,Actual,I,3/1/15,,12-007139 NCT01723553,,12/18/15
0,,,11/1/20,,,500.0,,,,392523,,Anticipated,,,,Actual,Other,11/1/50,,19-009999 AND1 NCT04680130,,5/6/23
1,,6/1/24,8/9/21,,12/1/26,171.0,24.0,Anticipated,Anticipated,482552,0.34,Anticipated,Anticipated,Anticipated,Anticipated,Actual,Iii,6/1/26,33.76,CPMS 53777 EudraCT Number: 2020-000579-19 ISRCTN15671139 MAGNET NCT06008249 NL76763.041.21 TrialTroveID-482552,8/24/23,4/9/24
0,28.0,8/21/22,1/27/17,17.0,,60.0,3.0,Actual,Actual,284202,0.25,Actual,Actual,,Actual,Actual,Ii,11/20/22,66.8,NCT02862210 NYSPI 7310 TrialTroveID-284202,12/20/22,11/23/23
0,,,,20.0,7/15/12,,6.0,Actual,,172823,,,,Actual,,,Other,,,TrialTroveID-172823,8/16/12,2/18/15
1,28.0,11/30/22,5/17/21,7.0,,25.0,6.0,Anticipated,Anticipated,410990,0.38,Anticipated,Anticipated,,Anticipated,Actual,Iv,6/1/23,18.47,EMERALD-OLE GCMR0001-OLE NCT04997954 TrialTroveID-410990,12/30/23,12/30/23
1,57.0,6/30/23,1/9/19,17.0,,30.0,6.02,Anticipated,Anticipated,327987,0.32,Anticipated,Anticipated,,Anticipated,Actual,Iii,12/30/23,53.68,GCMR0001 NCT03690791 TrialTroveID-327987,11/22/23,11/22/23
0,,,,,,34.0,3.0,Actual,,294518,,,,,,,Ii,,,TrialTroveID-294518,1/20/17,1/20/17
1,,12/31/20,12/1/18,,,200000.0,60.0,Anticipated,Anticipated,349174,470.59,Anticipated,Anticipated,,Anticipated,Actual,Iv,12/31/25,25.0,NCT03944447 OMNI-Can Pro00033337 TrialTroveID-349174,8/21/20,6/4/22
0,,,5/31/17,109.0,,,,,,290564,,Actual,,,,Actual,Other,2/16/23,,IRB201602098-N NCT02962050 R01NS100859,,2/23/23
0,100.0,8/31/17,4/1/16,50.0,,50.0,3.0,Actual,Actual,274911,2.94,Actual,Actual,,Actual,Actual,I,11/30/17,16.99,NCT02710110 TrialTroveID-274911,11/20/19,2/22/22
0,,,4/1/16,,,,,,,274908,,Actual,,,,Actual,(N/A),12/19/17,,IRB201600163 NCT02710162,,12/19/17
0,100.0,5/23/22,4/26/19,15.0,,15.0,1.5,Actual,Actual,348375,0.41,Actual,Actual,,Actual,Actual,I,7/8/22,36.92,NCT03929068 Sinemet-001 TrialTroveID-348375,7/13/22,7/13/22
1,,,,,,100.0,,,,109547,,,,,,,Iv,,,EudraCT Number: 2007-002379-16 TrialTroveID-109547,5/17/13,2/19/14
0,,1/20/18,4/7/17,,4/14/20,21.0,0.33,Actual,Actual,295588,2.22,Actual,Actual,Actual,Actual,Actual,I,1/30/18,9.46,CC100B NCT03049046 TrialTroveID-295588,11/14/19,5/7/20
0,100.0,6/30/14,11/1/13,18.0,2/18/15,18.0,0.12,Actual,Actual,201835,2.28,Actual,Actual,Actual,Actual,Actual,I,7/1/14,7.9,CC100A NCT02050334 TrialTroveID-201835,2/20/15,2/24/22
0,,,,,,,,,,78192,,,,,,,Ii,,,TrialTroveID-078192,3/4/10,11/18/10
0,127.0,,,38.0,6/21/08,30.0,12.0,Actual,,109374,,,,Actual,,,Ii,,,2289/2007 EudraCT Number: 2007-004165-17 TrialTroveID-109374,1/20/10,2/15/22
0,20.0,,6/1/07,1.0,,5.0,,,,94243,,Actual,,,,Actual,I,10/1/15,,Internal-16964 NCT00718393 TrialTroveID-094243,1/21/09,3/15/17
1,100.0,6/1/03,12/1/01,300.0,2/9/06,300.0,12.02,Actual,Actual,78869,0.62,Actual,Actual,Actual,Actual,Actual,Iii,6/1/04,17.97,TrialTroveID-078869,11/27/07,4/13/23
0,20.0,12/27/18,8/21/17,6.0,,30.0,0.46,Actual,Actual,334799,0.37,Actual,Actual,,Actual,Actual,I,1/10/19,16.2,17-0159-F6A NCT03707795 TRANSLATE TrialTroveID-334799,2/12/20,2/18/22
0,91.0,7/8/17,1/1/17,78.0,3/16/18,86.0,0.46,Actual,Actual,272113,12.62,Actual,Actual,Actual,Actual,Actual,I,7/23/17,6.18,NCT02666963 RTA 901-C-1503 TrialTroveID-272113,11/30/17,4/16/23
0,105.0,3/7/23,10/1/21,42.0,,40.0,5.85,Anticipated,Actual,410706,0.13,Anticipated,Actual,,Actual,Actual,Ii,9/1/23,17.16,153073 CCR-21-69 EudraCT Number: 2021-002251-11 NCT04993755 TPN-101-C9-201 TrialTroveID-410706,12/5/23,4/29/24
0,,,,32.0,3/14/09,,,,,105840,,,,Actual,,,Ii,,,TrialTroveID-105840,5/31/16,2/15/22
0,,,,,,,,,,496749,,,,,,,Ii,,,TrialTroveID-496749,12/20/23,12/22/23
1,,,12/1/24,,,,,,,458257,,,,,,Anticipated,Iii,,,TrialTroveID-458257,12/19/23,12/19/23
0,95.0,,7/26/22,19.0,,20.0,,,,435753,,Actual,,,,Actual,I,8/19/22,,NCT05436678 NST-PK-003 TrialTroveID-435753,10/27/22,4/16/23
0,100.0,,4/11/22,12.0,,12.0,,,,424645,,Actual,,,,Actual,I,4/21/22,,NCT05232461 NST-PK-001 TrialTroveID-424645,6/9/22,4/16/23
0,100.0,5/15/23,6/6/22,69.0,12/5/23,69.0,6.0,Actual,Actual,384235,2.04,Actual,Actual,Actual,Actual,Actual,Ii,11/2/23,11.28,EudraCT Number: 2022-002185-32 MOH_2022-04-27_010760 NCT05357950 NST003 PARADIGM TrialTroveID-384235,11/10/23,4/2/24
0,107.0,,11/25/19,16.0,11/17/21,15.0,,,,361518,,Actual,,Actual,,Actual,Ii,1/19/21,,NCT04165850 NST002 TrialTroveID-361518,3/4/21,4/16/23
0,33.0,6/28/20,12/9/19,10.0,,30.0,15.0,Actual,Actual,357284,1.51,Actual,Actual,,Actual,Actual,Iii,9/27/21,6.64,NCT04090684 NST001 TrialTroveID-357284,2/3/22,4/16/23
1,,,9/1/06,,,,,,,236790,,Actual,,,,Actual,Iv,7/1/09,,07-48 218-2006 NCT00376051,,5/2/17
0,,,1/1/09,7.0,,,4.5,Actual,,121291,,,,,,Actual,Ii,,,TrialTroveID-121291,6/1/16,6/1/16
0,,,,10.0,12/8/09,,6.0,Actual,,120980,,,,Actual,,,Ii,,,TrialTroveID-120980,6/1/16,6/1/16
0,,10/30/25,4/3/23,,,66.0,6.0,Anticipated,Anticipated,443188,0.71,Anticipated,Anticipated,,Anticipated,Actual,I,5/1/26,30.93,CK0803-101-1 NCT05695521 REGALS TrialTroveID-443188,2/21/24,3/3/24
0,,,,,,,,,,407238,,,,,,,I,,,TrialTroveID-407238,1/30/24,1/30/24
0,100.0,,2/16/21,5.0,,5.0,,,,398906,,Actual,,,,Actual,Ii,12/31/22,,jRCT2063200047 TrialTroveID-398906,10/2/23,10/2/23
0,100.0,9/9/20,2/10/20,25.0,9/6/22,25.0,6.0,Actual,Actual,366483,3.59,Actual,Actual,Actual,Actual,Actual,Ii,3/10/21,6.97,NCT04245709 TrialTroveID-366483,3/24/21,7/21/23
0,,,,14.0,12/8/09,,1.0,Actual,,121197,,,,Actual,,,Ii,,,TrialTroveID-121197,6/1/16,6/1/16
0,,,6/1/24,,,,,,,505607,,,,,,Anticipated,Ii,,,TrialTroveID-505607,2/27/24,2/27/24
1,,,1/1/24,,,300.0,,,,475642,,,,,,Anticipated,Iii,,,RESTORE-ALS TrialTroveID-475642,1/4/24,3/27/24
0,,,11/13/21,,,40.0,,,,428461,,Anticipated,,,,Actual,Ii,11/1/23,,CNMAu8.205 OLE NCT05299658 TrialTroveID-428461,10/8/23,10/8/23
0,,,9/23/21,,,300.0,,,,414605,,,,,,Actual,Ii,,,CNMAu8.EAP02 EAP02 NCT05281484 TrialTroveID-414605,2/27/24,4/25/24
1,100.0,10/13/21,7/30/20,161.0,9/29/22,161.0,6.0,Actual,Actual,376187,0.21,Actual,Actual,Actual,Actual,Actual,Ii/Iii,4/13/22,14.46,2019P003518C HEALEY ALS Platform Trial - Regimen C NCT04414345 SFD20018-C TrialTroveID-376187,6/18/22,12/26/23
0,107.0,9/8/20,12/19/19,45.0,11/2/21,42.0,10.12,Actual,Actual,357443,2.6,Actual,Actual,Actual,Actual,Actual,Ii,7/13/21,8.67,CNMAu8.205 NCT04098406 RESCUE-ALS TrialTroveID-357443,9/17/21,9/1/23
0,,,9/9/19,,,20.0,,,,356802,,,,,,Actual,Ii,,,CNMAu8.EAP01 EAP01 NCT04081714 TrialTroveID-356802,1/12/24,2/27/24
0,,12/31/21,4/30/21,,,24.0,3.0,Anticipated,Anticipated,343595,2.98,Anticipated,Anticipated,,Anticipated,Anticipated,Ii,4/1/22,8.05,CNMAu8.203 NCT03843710 REPAIR-ALS TrialTroveID-343595,2/18/22,2/22/22
0,,9/1/24,5/8/22,,,16.0,12.0,Anticipated,Anticipated,428784,0.57,Anticipated,Anticipated,,Anticipated,Actual,I,9/1/25,27.84,NCT05306457 STUDY00000278 TrialTroveID-428784,4/12/22,3/22/24
0,100.0,10/10/18,4/1/17,18.0,,18.0,12.25,Actual,Actual,289249,0.98,Actual,Actual,,Actual,Actual,Iii,10/18/19,18.3,NCT02943850 Pro00042350 TrialTroveID-289249,7/16/20,2/18/22
1,,6/1/23,9/28/15,,,100.0,12.0,Anticipated,Anticipated,313732,1.09,Anticipated,Anticipated,,Anticipated,Actual,Iii,5/31/24,92.09,jRCTs061180062 TrialTroveID-313732 UMIN000019587,4/23/24,4/25/24
0,103.0,,,31.0,12/3/04,30.0,9.0,Actual,,79174,,,,Actual,,,Ii,,,TrialTroveID-079174,10/22/10,2/18/22
0,100.0,5/31/07,4/1/05,185.0,11/3/08,185.0,9.0,Actual,Actual,78993,0.37,Actual,Actual,Actual,Actual,Actual,Ii,3/1/08,26.0,AAAA1536 NCT00243932 QALS study TrialTroveID-078993,12/10/14,12/10/14
0,,,8/8/23,,,350.0,,,,431922,,Anticipated,,,,Actual,Other,8/8/28,,69HCL22_0275 CTRL COH NCT05370079,,1/26/24
0,100.0,12/1/10,10/1/10,10.0,11/30/11,10.0,3.0,Actual,Actual,139279,5.0,Actual,Actual,Actual,Actual,Actual,Iii,3/1/11,2.0,NCT01259050 TrialTroveID-139279 Zinc-ALS,3/14/12,2/8/22
0,108.0,9/1/14,7/1/13,43.0,11/8/16,40.0,2.0,Actual,Actual,185472,0.18,Actual,Actual,Actual,Actual,Actual,Ii,11/1/14,14.03,NCT01906658 QSC01-ALS-01 TrialTroveID-185472,1/9/17,1/16/21
1,67.0,7/16/19,6/22/17,143.0,9/1/20,213.0,0.0,Actual,Actual,291420,0.08,Actual,Actual,Actual,Actual,Actual,Ii/Iii,7/16/19,24.77,MNK14042068 NCT03068754 PENNANT PER-007-18 TrialTroveID-291420,7/23/19,3/23/23
0,,,12/1/24,,,,,,,414519,,,,,,Anticipated,Ii,,,TrialTroveID-414519,4/2/24,4/2/24
0,,,12/1/24,,,,,,,506618,,,,,,Anticipated,Ii,,,TrialTroveID-506618,3/5/24,4/8/24
0,,,,4.0,3/21/23,,,,,463414,,,,Actual,,,I,,,TrialTroveID-463414,3/27/23,5/2/24
0,,,,,,,,,,463412,,,,,,,Iii,,,TrialTroveID-463412,12/12/23,2/22/24
0,,8/1/00,6/1/00,175.0,9/25/02,,16.0,Actual,Actual,79570,,Actual,Actual,Actual,,Actual,Ii,12/1/01,2.0,TrialTroveID-079570,10/21/10,11/27/10
0,,,5/1/00,,,114.0,6.0,Actual,,79012,,,,,,Actual,Ii,,,M01RR00036 NCRR-M01RR00036-0745 NCT00005674 TrialTroveID-079012,12/27/07,2/18/22
0,,8/1/05,12/1/02,,,110.0,9.0,Actual,Actual,78732,0.57,Actual,Actual,,Actual,Actual,Ii,5/1/06,32.0,NCT00070993 R01 AT000967-01 R01 AT000967-03 R01-AT000967 R01-AT000967-02 TrialTroveID-078732,10/19/10,2/7/22
0,,,,,,,,,,224420,,,,,,,Ii,,,M01RR00109 NCRR-M01RR00109-0750 NCT00005766,,6/23/05
0,,,,,,,,,,177421,,,,,,,I,,,TrialTroveID-177421,8/12/21,8/12/21
0,,,4/1/10,32.0,1/1/11,,,,,133804,,,,Actual,,Actual,I,,,TrialTroveID-133804,11/15/12,2/24/22
0,,,,,,,,,,359391,,,,,,,Iii,,,TrialTroveID-359391,6/1/23,6/1/23
0,15.0,7/2/21,9/8/20,12.0,,80.0,3.0,Actual,Actual,376925,0.06,Actual,Actual,,Actual,Actual,Ii,10/1/21,9.76,AZT-006 NCT04428775 TrialTroveID-376925,11/10/21,2/22/22
0,79.0,5/20/21,3/18/20,55.0,,70.0,6.0,Actual,Actual,370043,3.91,Actual,Actual,,Actual,Actual,Ii,11/18/21,14.06,CMD-2020-001 NCT04313166 TrialTroveID-370043,2/21/22,2/22/22
1,,7/1/20,9/30/19,,,80.0,6.0,Anticipated,Anticipated,356775,2.21,Anticipated,Anticipated,,Anticipated,Actual,Ii/Iii,12/30/20,9.04,CMD-2019-001 NCT04082832 TrialTroveID-356775,10/1/22,10/1/22
0,56.0,12/31/20,1/18/18,28.0,,50.0,24.0,Anticipated,Anticipated,300572,0.79,Anticipated,Anticipated,,Anticipated,Actual,Iii,12/31/22,35.42,CMD-2017-001 NCT03136809 TrialTroveID-300572,11/9/23,11/9/23
0,,10/30/17,11/16/16,,,50.0,24.0,Actual,Actual,284623,2.19,Actual,Actual,,Actual,Actual,I,10/30/19,11.43,CMD-2016-001 NCT02870634 TrialTroveID-284623,11/15/19,2/22/22
1,,,,42.0,11/8/16,,,,,294514,,,,Actual,,,Iv,,,TrialTroveID-294514,1/20/17,8/11/21
0,68.0,2/28/22,8/28/20,68.0,9/28/23,100.0,6.0,Actual,Actual,381128,3.77,Actual,Actual,Actual,Actual,Actual,Ii,8/30/22,18.05,NCT04499963 pro00103700 TrialTroveID-381128,10/2/23,10/3/23
0,,,,,,,,,,182580,,,,,,,I,,,TrialTroveID-182580,4/19/16,11/17/20
0,,,9/19/23,,6/1/24,64.0,,,,486783,,,,Anticipated,,Actual,I,,,TrialTroveID-486783,9/25/23,4/24/24
0,40.0,,3/1/08,18.0,7/12/11,45.0,,,,207950,,,,Actual,,Actual,Ii,,,0801M25201 0801M25202 MT2008-02 NCT00668564 TrialTroveID-207950,5/2/14,3/29/24
1,180.0,6/2/07,1/1/95,135.0,5/17/11,75.0,36.0,Actual,Actual,207956,0.91,Actual,Actual,Actual,Actual,Actual,Ii/Iii,6/1/10,149.1,MT1995-01 NCT00176904 TrialTroveID-207956,5/2/14,2/2/24
0,,8/30/25,3/1/24,,,30.0,6.0,Anticipated,Anticipated,503396,1.67,Anticipated,Anticipated,,Anticipated,Anticipated,Ii,3/1/26,17.98,ALS-DARI-1 NCT06249867 TrialTroveID-503396,2/12/24,5/2/24
0,61.0,11/17/21,4/1/19,122.0,1/9/24,200.0,12.0,Actual,Actual,257041,3.86,Actual,Actual,Actual,Actual,Actual,I,11/17/22,31.59,15-N-0126 150126 NCT02437110 TrialTroveID-257041,2/27/24,2/27/24
0,,1/31/24,7/1/23,,,8.0,13.97,Anticipated,Anticipated,482403,1.14,Anticipated,Anticipated,,Anticipated,Anticipated,Ii,3/31/25,7.03,ChiCTR2300074923 TrialTroveID-482403,4/18/24,4/18/24
